SetNumber	PartID	Quantity	Colour	Category	DesignID	PartName	ImageURL	SetCount
31313-1	4189131	1	Bright Red	Technic: Connectors	32014	Angle Element, 90 Degrees [6]	http://cache.lego.com/media/bricks/5/1/4189131.jpg	26
31313-1	4189936	4	Bright Red	Technic: Connectors	32192	Angle Element 135 Deg. [4]	http://cache.lego.com/media/bricks/5/1/4189936.jpg	23
31313-1	4227155	9	Bright Red	Technic: Connectors	6590	Bush For Cross Axle	http://cache.lego.com/media/bricks/5/1/4227155.jpg	228
31313-1	4234429	6	Bright Red	Technic: Connectors	32034	Angle Element, 180 Degrees [2]	http://cache.lego.com/media/bricks/5/1/4234429.jpg	37
31313-1	4254606	4	Bright Red	Technic: Connectors	32013	Angle Element, 0 Degrees [1]	http://cache.lego.com/media/bricks/5/1/4254606.jpg	46
31313-1	4513174	3	Bright Red	Technic: Connectors	59443	Cross Axle, Extension, 2M	http://cache.lego.com/media/bricks/5/1/4513174.jpg	94
31313-1	4185661	6	Bright Red	Technic: Decoration Elements	41669	Bion. Eye	http://cache.lego.com/media/bricks/5/1/4185661.jpg	20
31313-1	4545430	3	Bright Red	Technic: Functional Elements	54821	Ball Ø16,5	http://cache.lego.com/media/bricks/5/1/4545430.jpg	11
31313-1	4173975	4	Bright Red	Technic: Half Beams, Special	41678	Technic Cross Block/Fork 2X2	http://cache.lego.com/media/bricks/5/1/4173975.jpg	19
31313-1	4239601	11	Bright Yellow	Technic: Connectors	32123	1/2 Bush	http://cache.lego.com/media/bricks/5/1/4239601.jpg	267
31313-1	4499858	6	Dark Stone Grey	Technic: Connectors	55013	Cross Axle 8M With End Stop	http://cache.lego.com/media/bricks/5/1/4499858.jpg	187
31313-1	4508553	2	Dark Stone Grey	Technic: Connectors	59426	Cross Axle 5,5  With Stop 1M.	http://cache.lego.com/media/bricks/5/1/4508553.jpg	312
31313-1	6083620	4	Dark Stone Grey	Technic: Connectors	87083	Cross Axle 4M With End Stop	http://cache.lego.com/media/bricks/5/1/6083620.jpg	221
31313-1	4514558	2	Dark Stone Grey	Technic: Functional Elements, Gear Wheels And Racks	3648	Gear Wheel Z24	http://cache.lego.com/media/bricks/5/1/4514558.jpg	90
31313-1	6008472	1	Medium Stone Grey	Mindstorms: Electric Parts	95648	Ms, Ev3, Touch Sensor	http://cache.lego.com/media/bricks/5/1/6008472.jpg	3
31313-1	6008577	1	Medium Stone Grey	Mindstorms: Electric Parts	99455	Ms-Ev3, Medium Motor	http://cache.lego.com/media/bricks/5/1/6008577.jpg	3
31313-1	6008919	1	Medium Stone Grey	Mindstorms: Electric Parts	95650	Ms, Ev3, Sensor, Colour	http://cache.lego.com/media/bricks/5/1/6008919.jpg	3
31313-1	6009811	1	Medium Stone Grey	Mindstorms: Electric Parts	95654	Ms-Ev3, Ir Sensor	http://cache.lego.com/media/bricks/5/1/6009811.jpg	2
31313-1	4225033	12	Medium Stone Grey	Technic: Beams, Special	48989	Beam 3 M. W/4 Snaps	http://cache.lego.com/media/bricks/5/1/4225033.jpg	157
31313-1	4538007	2	Medium Stone Grey	Technic: Beams, Special	63869	Cross Block 3X2	http://cache.lego.com/media/bricks/5/1/4538007.jpg	56
31313-1	4539880	2	Medium Stone Grey	Technic: Beams, Special	64179	Beam Frame 5X7 Ø 4.85	http://cache.lego.com/media/bricks/5/1/4539880.jpg	38
31313-1	4540797	2	Medium Stone Grey	Technic: Beams, Special	64178	Beam R. Frame 5X11 Ø4.85	http://cache.lego.com/media/bricks/5/1/4540797.jpg	29
31313-1	4560175	6	Medium Stone Grey	Technic: Beams, Special	87082	Double Bush 3M Ø4.9	http://cache.lego.com/media/bricks/5/1/4560175.jpg	69
31313-1	4211375	6	Medium Stone Grey	Technic: Connectors	2736	Ball W. Cross Axle	http://cache.lego.com/media/bricks/5/1/4211375.jpg	162
31313-1	4211553	2	Medium Stone Grey	Technic: Connectors	32039	Catch W. Cross Hole	http://cache.lego.com/media/bricks/5/1/4211553.jpg	127
31313-1	4211639	9	Medium Stone Grey	Technic: Connectors	32073	Cross Axle 5M	http://cache.lego.com/media/bricks/5/1/4211639.jpg	445
31313-1	4211758	4	Medium Stone Grey	Technic: Connectors	42610	Hub Ø11,2 X 7,84	http://cache.lego.com/media/bricks/5/1/4211758.jpg	185
31313-1	4211805	2	Medium Stone Grey	Technic: Connectors	44294	Cross Axle 7M	http://cache.lego.com/media/bricks/5/1/4211805.jpg	294
31313-1	4211807	4	Medium Stone Grey	Technic: Connectors	3673	Connector Peg	http://cache.lego.com/media/bricks/5/1/4211807.jpg	557
31313-1	4211815	22	Medium Stone Grey	Technic: Connectors	4519	Cross Axle 3M	http://cache.lego.com/media/bricks/5/1/4211815.jpg	748
31313-1	4211888	4	Medium Stone Grey	Technic: Connectors	32138	Module Bush	http://cache.lego.com/media/bricks/5/1/4211888.jpg	29
31313-1	4502595	1	Medium Stone Grey	Technic: Connectors	57585	3-Branch Cross Axle W/Cross H.	http://cache.lego.com/media/bricks/5/1/4502595.jpg	79
31313-1	4526985	2	Medium Stone Grey	Technic: Connectors	62462	Tube W/Double Ø4.85	http://cache.lego.com/media/bricks/5/1/4526985.jpg	128
31313-1	4535768	1	Medium Stone Grey	Technic: Connectors	60485	Cross Axle 9M	http://cache.lego.com/media/bricks/5/1/4535768.jpg	107
31313-1	4211510	2	Medium Stone Grey	Technic: Functional Elements, Gear Wheels And Racks	4716	Worm	http://cache.lego.com/media/bricks/5/1/4211510.jpg	80
31313-1	4211566	1	Medium Stone Grey	Technic: Half Beams	6632	Technic Lever 3M	http://cache.lego.com/media/bricks/5/1/4211566.jpg	85
31313-1	4630114	2	Medium Stone Grey	Technic: Half Beams, Special	92907	Cross Block/Form 2X2X2	http://cache.lego.com/media/bricks/5/1/4630114.jpg	18
31313-1	6013936	4	Medium Stone Grey	Technic: Transportation Means, Vehicles	32068	Technic Steering-Gear 3M	http://cache.lego.com/media/bricks/5/1/6013936.jpg	2
31313-1	4494222	3	Medium Stone Grey	Technic: Tyres And Rims, Special	4185	Wedge-Belt Wheel Ø24	http://cache.lego.com/media/bricks/5/1/4494222.jpg	69
31313-1	6132629	1	Medium Stone Grey	Various: Category Not Known	95654	Ms-Ev3, Ir Sensor	http://cache.lego.com/media/bricks/5/1/6132629.jpg	2
31313-1	4657296	6	Multicombination	Constraction: Figure, Weapons	98568	Sword	http://cache.lego.com/media/bricks/5/1/4657296.jpg	2
31313-1	6031821	4	Sand Yellow	Technic: Connectors	13670	Crossaxle 3M With Knob	http://cache.lego.com/media/bricks/5/1/6031821.jpg	228
31313-1	4656205	4	White	Constraction: Figure, Weapons	98347	Blade W. Technic Hole 1	http://cache.lego.com/media/bricks/5/1/4656205.jpg	2
31313-1	6014051	1	White	Mindstorms: Electric Parts	72156	Ms-Ev3, Ir Beacon	http://cache.lego.com/media/bricks/5/1/6014051.jpg	2
31313-1	6009996	1	White	System: Electric Parts	95646	Ms-Ev3, P-Brick	http://cache.lego.com/media/bricks/5/1/6009996.jpg	3
31313-1	4547581	3	White	Technic: Beams W/ Shapes	64683	Left Panel 3X7	http://cache.lego.com/media/bricks/5/1/4547581.jpg	11
31313-1	4547582	3	White	Technic: Beams W/ Shapes	64391	Right Panel 3X7	http://cache.lego.com/media/bricks/5/1/4547582.jpg	11
31313-1	4558797	3	White	Technic: Beams W/ Shapes	64393	Right Panel 3X11	http://cache.lego.com/media/bricks/5/1/4558797.jpg	9
31313-1	4558802	3	White	Technic: Beams W/ Shapes	64681	Left Panel 3X11	http://cache.lego.com/media/bricks/5/1/4558802.jpg	9
31313-1	4173941	4	White	Technic: Decoration Elements	41669	Bion. Eye	http://cache.lego.com/media/bricks/5/1/4173941.jpg	23
31313-1	4540100	1	White	Technic: Decoration Elements	61070	Right Screen Ø 4.85 4X7X4	http://cache.lego.com/media/bricks/5/1/4540100.jpg	4
31313-1	6015596	1	White	Technic: Decoration Elements	61070	Right Screen Ø 4.85 4X7X4	http://cache.lego.com/media/bricks/5/1/6015596.jpg	3
31313-1	6015597	1	White	Technic: Decoration Elements	61071	Left Screen Ø 4.85 4X7X4	http://cache.lego.com/media/bricks/5/1/6015597.jpg	3
